Private Dance Lesson SALE: $45 Individual OR $55 Couple; Expires 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 17, 12:00 PM	Lock-In on the Special Limited Time Offer of the SALE Price on the Private Dance Lessons. Pre-paid programs allow us to reserve time for you on our calendar. You have until Friday, December 31, 2010 to use the private lesson hours. These lessons may be used in whatever manner fits your schedule. Book early for best selection of dates & times.     Experienced Professional Dance Instructor with 12 Y read more...	http://www.nyc.com/events/private_dance_lesson_sale_45_individual_or_55_couple_expires_930.1067059/editorial_review.aspx	45.0
Wedding Dance Lesson Or First Dance Choreography for $55-$65; SALE Ends 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 17, 12:00 PM	If you have planned all the details for the perfect wedding, it is time to think about making your first dance together just as perfect. You'd better not leave it to chance! Our Dance Studio works exclusively with brides and grooms, their families and friends and we create hundreds of uniquely choreographed wedding dances each year. Wedding packages consist of a series of private lessons which are read more...	http://www.nyc.com/events/wedding_dance_lesson_or_first_dance_choreography_for_5565_sale_ends_930.1067058/editorial_review.aspx	55.0
Sean "Diddy" Combs & Friends July 4th 13 Hour Celebrity Pool Party Bash in Atlantic City, NJ				Sep 17, 3:00 PM	Sean "Diddy" Combs 13 Hour Pool Party Bash 4th of July Celebration  Start Time:   Sunday, July 4, 2010 at 3:00pm  End Time:   Monday, July 5, 2010 at 4:00am  Location:   The Pool at Harrah's in Atlantic City, NJ  Street:   777 Harrah's Boulevard  City/Town:   Atlantic City, NJ  View Map  Description     CALL ME FOR TICKETS 702-503-2172  ****TICKETS IN HAND FOR SALE $50 NOW BEFORE PRICES RISE****** read more...	http://www.nyc.com/events/sean_quotdiddyquot_combs_amp_friends_july_4th_13_hour_celebrity_pool_party_bash_in_atlantic_city_nj.1060633/editorial_review.aspx	0
Visual Arts and Jazzfest 2010--Jazz Moods and Melodies				Sep 17, 3:00 PM	A two and a half month long exhibition dedicated to jazz music, presented in over five venues in Manhattan and Brooklyn (Dorsey's Art Gallery, Blue Gem/Dr. English Building (The Paul Robeson Annex), Citibank Financial Center @ 144th St, Con Edison Lobby Gallery, & the Harlem Branch Library), including gallery talks, music/live art performances, panel discussions, an art/mural workshop at the Harle read more...	http://www.nyc.com/events/visual_arts_and_jazzfest_2010jazz_moods_and_melodies.1065268/editorial_review.aspx	0
Bleeding Through	The Chance Theater - NY	6 Crannell St,	Poughkeepsie, New York, 12601	Sep 17, 6:00 PM	Bleeding Through	http://www.nyc.com/events/bleeding_through.1062805/editorial_review.aspx	255.0
Nanci Griffith	Paramount Center For The Arts	1008 Brown St,	Peekskill, New York, 10566	Sep 17, 7:00 PM	Nanci Griffith	http://www.nyc.com/events/nanci_griffith.1038443/editorial_review.aspx	73.0
Strung Out	Blender Theatre At Gramercy	127 East 23rd Street,	New York, New York, 10010	Sep 17, 7:00 PM	Strung Out	http://www.nyc.com/events/strung_out.1063363/editorial_review.aspx	44.0
Celtic Thunder Christmas	Mid Hudson Civic Center	14 Civic Center Plaza,	Poughkeepsie, New York, 12601	Sep 17, 7:30 PM	Celtic Thunder Christmas	http://www.nyc.com/events/celtic_thunder_christmas.1065400/editorial_review.aspx	64.0
The Parlotones	The Mercury Lounge	217 E Houston St,	New York, NY, 10002	Sep 17, 7:30 PM	The Parlotones	http://www.nyc.com/events/the_parlotones.1062853/editorial_review.aspx	253.0
Blue Scholars	Bowery Ballroom	6 Delancey St,	New York, NY, 10002	Sep 17, 8:00 PM	Blue Scholars	http://www.nyc.com/events/blue_scholars.1063368/editorial_review.aspx	68.0
Jeffrey Osborne	B.B. King Blues Club & Grill	243 W 42nd St,	New York, NY, 10036	Sep 17, 8:00 PM	Jeffrey Osborne	http://www.nyc.com/events/jeffrey_osborne.1038636/editorial_review.aspx	88.0
Million Dollar Quartet	Nederlander Theater	208 W 41st St,	New York, NY, 10036	Sep 17, 8:00 PM	On December 4, 1956, Elvis Presley, Johnny Cash, Jerry Lee Lewis and Carl Perkins gathered at Sun Records in Memphis for what would be one of the greatest jam sessions ever. Million Dollar Quartet brings that legendary night to life, featuring a score of rock hits that includes "Blue Suede Shoes," "Fever," "That's All Right," "Sixteen Tons," "Great Balls of Fire," "Walk the Line," "Whole Lotta Sha read more...	http://www.nyc.com/events/million_dollar_quartet.1038505/editorial_review.aspx	76.0
Tell Hell I Ain't Comin'  - The Musical	Sylvia & Danny Kaye Playhouse	695 Park Ave,	New York, NY, 10021	Sep 17, 8:00 PM	Marcia Samuels Productions is proud to present the nationally acclaimed musical, Tell Hell I Ain't Comin' at the Kaye Playhouse at Hunter College in New York City. Opening Night is September 15, 2010. Returning to New York City due to overwhelming popular demand following showcase performances in Brooklyn and Queens, Tell Hell I Ain't Comin' is a thrilling Broadway caliber musical that has enterta read more...	http://www.nyc.com/events/tell160hell160i160aint160comin160160_the160musical.1062991/editorial_review.aspx	0
The World Premiere of Talk Like Singing: A Japanese Musical Starring Shingo Katori	The Jack H. Skirball Center	566 Laguardia Pl.,	New York, NY, 10012	Sep 17, 8:00 PM	Talk Like Singing, a groundbreaking production and the first-ever original Japanese musical to have its premiere in the U.S., will have its world premiere in New York City on November 13, 2009 at 8:00 P.M. at New York Universityâs Skirball Center. The show will run through November 22.  The talented Koki Mitani has written and directs this comedic new material spoken in both Japanese and English.  read more...	http://www.nyc.com/events/the_world_premiere_of_talk_like_singing_a_japanese_musical_starring_shingo_katori.1045275/editorial_review.aspx	0
Trey Songz & Monica	Beacon Theatre	2124 Broadway,	New York, NY, 10023	Sep 17, 8:00 PM	Trey Songz & Monica	http://www.nyc.com/events/trey_songz__monica.1062872/editorial_review.aspx	111.0
POWERTRY	The Afrikan Poetry Theatre Corp	17603 Jamaica Ave,	Jamaica, NY, 11432	Sep 17, 8:30 PM	FRIDAY SEPTEMBER 17 2010  Show Off Entertainment Presents:  POWERTRY  Spoken Word & Poetry Open Mic    @ The Afrikan Poetry Theater  176-03 Jamaica Avenue  Jamaica Queens New York 11432    Hosted by: Mr. Ace  Music by: Dj Drew fr. Minitone    Sign Up:8:30Pm Starts 9:00Pm  www.showent.com  Info@showent.com	http://www.nyc.com/events/powertry.1066600/editorial_review.aspx	5.0
Kid Congo Powers & The Pink Monkey Birds	Brooklyn Bowl	61 Wythe Street,	Brooklyn, NY, 11211	Sep 17, 9:00 PM	Kid Congo Powers & The Pink Monkey Birds	http://www.nyc.com/events/kid_congo_powers__the_pink_monkey_birds.1062692/editorial_review.aspx	45.0
Steak With A Side Of Jazz	Gallagher's Steak House	228 W 52nd St,	New York, NY, 10019	Sep 17, 9:00 PM	Dinner at Gallagher's Steak House (228 West 52nd Street) will be "jazzed up" in 2010 as 18-year-old Rhys Tivey and his rotating quartet will showcase their talents every Friday and Saturday night at the famed New York eatery.  The performances are from 9 p.m. - midnight on those two nights.  For reservations, patrons can contact 212-245-5336 and mention JAZZ to be seated accordingly. A two drink m read more...	http://www.nyc.com/events/steak_with_a_side_of_jazz.1048530/editorial_review.aspx	0
EXACTA & SYDNEY BLU | Friday September 17 @ Pacha NYC	Pacha	618 W 46th St,	New York, NY, 10036	Sep 17, 10:00 PM	Friday September 17  Pacha NYC presents...    EXACTA   & SYDNEY BLU    Saddle up and ride on down to Pacha for a very special race between thoroughbreds. Exacta is one of New Yorkâs finest local DJ/producers, with a strong commitment to house music, but a love for all kinds. Red-hot Sydney Blu is one of Canadaâs favorite daughters: A longtime resident of legendary Toronto club Guvernment, whose de read more...	http://www.nyc.com/events/exacta_amp_sydney_blu__friday_september_17__pacha_nyc.1066875/editorial_review.aspx	0
K.I.T. with Allan Dias (PIL)  & Ole Koretsky	The Cove	108 North Sixth Street,	New York, NY, 11211	Sep 17, 10:00 PM	dailysession.com presents    FRIDAY SEPTEMBER 17TH  the Party K.I.T. jumpin' off at The Cove in Williamsburg!    Packing hard drives full of shiny dance floor cuts, Djs Allan Dias (PIL) and Ole Koretsky (Jetlag) will probably be making disco, electro, new wave and house go down like ice cold pop at the MTV awards. Smoother than Top40 Adult Contempo but and a tad more fresh with Vj Mamiko, a tipsy  read more...	http://www.nyc.com/events/kit_with_allan_dias_pil__amp_ole_koretsky.1067000/editorial_review.aspx	0
Lifestyle Friday's	The Pool at Harrah's in Atlantic City, NJ - Vegas guestlist			Sep 17, 10:00 PM	Lifestyle Friday's @ The Pool at Harrah's in Atlantic City  Start Time:   Friday, June 18, 2010 at 10:00pm  End Time:   Saturday, June 19, 2010 at 4:00am  Location:   The Pool at Harrah's in Atlantic City, NJ  Street:   777 Harrah's Boulevard  City/Town:   Atlantic City, NJ  View Map  Description     Vegas Lifestyle presents:    Friday's @    The Pool at Harrah's  777 Harrah's Blvd  Atlantic City, read more...	http://www.nyc.com/events/lifestyle_fridays__the_pool_at_harrahs_in_atlantic_city_nj__vegas_guestlist.1060631/editorial_review.aspx	0
Richie Rich Fridays	UC 87	87 Ludow Street,	New York, NY, 10002	Sep 17, 10:00 PM	Presented by Markel Entertainment and No Name Movement Entertainment    How does Happy Hour until 12am sound? It sounds great to us, that's why we are the only party in LES to give it to you every Friday Night starting at 9pm. At UC 87 we have DJ Rich Kid spinning the best Hip Hop, R&B, Top 40, House, and Dance music downtown. The best part, like the your favorite No Name Parties, it is FREE!!!!!! read more...	http://www.nyc.com/events/richie_rich_fridays.1050656/editorial_review.aspx	0
Broken Social Scene	Central Park SummerStage (Rumsey Playfield)	5th Avenue and 72nd Street	Central Park's Rumsey Playfield,	Sep 18, 5:30 PM	Many people wonder how a band as constantly in flux as Broken Social Scene can hold it together amid the rigorous demands of becoming a major international touring band. But, really, the recipe is simple: close friends, a lot of love and a mutual desire to transcend the ennui and ugliness of our day-to-day lives by creating something beautiful and timeless together. And share it with you. Thatâs t read more...	http://www.nyc.com/events/broken_social_scene.1050752/editorial_review.aspx	28.0
Of Montreal	Terminal 5	610 W 56th St,	New York, NY, 10019	Sep 18, 7:00 PM	Of Montreal's latest album, Hissing Fauna, swings from swaggering guitar to moody synths, from exultant sing-along to curious combinations of sounds.	http://www.nyc.com/events/of_montreal.1062703/editorial_review.aspx	255.0
Superchunk	Bowery Ballroom	6 Delancey St,	New York, NY, 10002	Sep 18, 8:00 PM	Perhaps no band was more emblematic of the true spirit of American indie rock during the 1990s than Superchunk, the pride of Chapel Hill, NC. Following the D.I.Y. ethic to the letter, the group operated solely by their own rules, ignoring all passing trends by sticking to their trademark sound -- typified by the buzzing guitars and high, impassioned vocals of frontman Mac McCaughan -- and rejectin read more...	http://www.nyc.com/events/superchunk.1062715/editorial_review.aspx	33.0
Performing Arts Marathon 2010	IATI Theater	64 East 4th Street,	New York, NY, 10003	Sep 18, 12:00 AM	A 3-WEEK MULTI-CULTURAL FESTIVAL / OVER 150 ARTISTS  14 NATIONAL & INTERNATIONAL PRODUCTIONS IN DANCE, MUSIC AND THEATER    IATI Theater presents its 3rd Summer Festival, created to honor diversity and creativity in all performing art disciplines, as it gives talented new artists a chance to showcase their crafts.  Through this festival, IATI opens its doors to small companies and independent arti read more...	http://www.nyc.com/events/performing_arts_marathon_2010.1058275/editorial_review.aspx	15.0
Music Manuscripts & Printed Music - Morgan Library & Museum	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 18, 10:00 AM	The Morgan Library & Museum houses one of the finest collections of music manuscripts in the country. In addition to a large collection of musicians' letters and first editions of scores and librettos, it has the world's largest collection of Mahler manuscripts and substantial holdings of Brahms, Chopin, Debussy, Mozart, Schubert, and Richard Strauss. The collection spans six centuries and many co read more...	http://www.nyc.com/events/music_manuscripts__printed_music__morgan_library__museum.1039099/editorial_review.aspx	0
Patti Smith	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 18, 10:00 AM	Hall of Famer Patti Smith continues to tour well into her storied and acclaimed career of music, writing, art and touring with her band.	http://www.nyc.com/events/patti_smith.1041999/editorial_review.aspx	128.0
Beatles Brunch with Strawberry Fields	B.B. King Blues Club & Grill	243 W 42nd St,	New York, NY, 10036	Sep 18, 11:00 AM	Enjoy A Saturday Afternoon With The Music of The BEATLES & A Delicious All-You-Can-Eat Brunch Buffet! Strawberry Fields is a look-a-like, sound-a-like Beatles tribute, dedicated to bringing you as close to a real Beatles concert as you can get. They take you on a Magical Mystery Tour beginning in 1964 complete with mop top hair, black suits with thin ties & the 1st four albums of music. Next stop, read more...	http://www.nyc.com/events/beatles_brunch_with_strawberry_fields.1039588/editorial_review.aspx	40.0
Private Dance Lesson SALE: $45 Individual OR $55 Couple; Expires 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 18, 12:00 PM	Lock-In on the Special Limited Time Offer of the SALE Price on the Private Dance Lessons. Pre-paid programs allow us to reserve time for you on our calendar. You have until Friday, December 31, 2010 to use the private lesson hours. These lessons may be used in whatever manner fits your schedule. Book early for best selection of dates & times.     Experienced Professional Dance Instructor with 12 Y read more...	http://www.nyc.com/events/private_dance_lesson_sale_45_individual_or_55_couple_expires_930.1067059/editorial_review.aspx	45.0
Wedding Dance Lesson Or First Dance Choreography for $55-$65; SALE Ends 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 18, 12:00 PM	If you have planned all the details for the perfect wedding, it is time to think about making your first dance together just as perfect. You'd better not leave it to chance! Our Dance Studio works exclusively with brides and grooms, their families and friends and we create hundreds of uniquely choreographed wedding dances each year. Wedding packages consist of a series of private lessons which are read more...	http://www.nyc.com/events/wedding_dance_lesson_or_first_dance_choreography_for_5565_sale_ends_930.1067058/editorial_review.aspx	55.0
Million Dollar Quartet	Nederlander Theater	208 W 41st St,	New York, NY, 10036	Sep 18, 2:00 PM	On December 4, 1956, Elvis Presley, Johnny Cash, Jerry Lee Lewis and Carl Perkins gathered at Sun Records in Memphis for what would be one of the greatest jam sessions ever. Million Dollar Quartet brings that legendary night to life, featuring a score of rock hits that includes "Blue Suede Shoes," "Fever," "That's All Right," "Sixteen Tons," "Great Balls of Fire," "Walk the Line," "Whole Lotta Sha read more...	http://www.nyc.com/events/million_dollar_quartet.1038505/editorial_review.aspx	76.0
Sean "Diddy" Combs & Friends July 4th 13 Hour Celebrity Pool Party Bash in Atlantic City, NJ				Sep 18, 3:00 PM	Sean "Diddy" Combs 13 Hour Pool Party Bash 4th of July Celebration  Start Time:   Sunday, July 4, 2010 at 3:00pm  End Time:   Monday, July 5, 2010 at 4:00am  Location:   The Pool at Harrah's in Atlantic City, NJ  Street:   777 Harrah's Boulevard  City/Town:   Atlantic City, NJ  View Map  Description     CALL ME FOR TICKETS 702-503-2172  ****TICKETS IN HAND FOR SALE $50 NOW BEFORE PRICES RISE****** read more...	http://www.nyc.com/events/sean_quotdiddyquot_combs_amp_friends_july_4th_13_hour_celebrity_pool_party_bash_in_atlantic_city_nj.1060633/editorial_review.aspx	0
Visual Arts and Jazzfest 2010--Jazz Moods and Melodies				Sep 18, 3:00 PM	A two and a half month long exhibition dedicated to jazz music, presented in over five venues in Manhattan and Brooklyn (Dorsey's Art Gallery, Blue Gem/Dr. English Building (The Paul Robeson Annex), Citibank Financial Center @ 144th St, Con Edison Lobby Gallery, & the Harlem Branch Library), including gallery talks, music/live art performances, panel discussions, an art/mural workshop at the Harle read more...	http://www.nyc.com/events/visual_arts_and_jazzfest_2010jazz_moods_and_melodies.1065268/editorial_review.aspx	0
Street Dogs	Blender Theatre At Gramercy	127 East 23rd Street,	New York, New York, 10010	Sep 18, 7:00 PM	Street Dogs	http://www.nyc.com/events/street_dogs.1038306/editorial_review.aspx	255.0
Victor Manuelle	Lehman Performing Arts Center	250 Bedford Park Blvd.,	Bronx, New York, 10468	Sep 18, 7:00 PM	Victor Manuelle	http://www.nyc.com/events/victor_manuelle.1048493/editorial_review.aspx	161.0
Bilal	B.B. King Blues Club & Grill	243 W 42nd St,	New York, NY, 10036	Sep 18, 8:00 PM	Bilal	http://www.nyc.com/events/bilal.1062867/editorial_review.aspx	88.0
MEM, Ben Lear, & Rachel Zylstra LIVE	The Stoop Sept. 18th			Sep 18, 8:00 PM	NEWS RELEASE - For Immediate Release      Contact:   Jennifer Rosa   Founder/Producer, Music Forum & The Stoop   Church For All Nations  Tel.:  (212) 333-5583   MusicForum@cfan.net   TheStoopNY.com    INDIE ROCK BANDS, MEM, BEN LEAR, & RACHEL ZYLSTRA TO TAKE STAGE AT THE STOOP SEPTEMBER 18TH      Multi-sensory bands to kick off the third season at The Stoop, an unparalleled Hellâs Kitchen Music Ve read more...	http://www.nyc.com/events/mem_ben_lear_amp_rachel_zylstra_live__the_stoop_sept_18th.1065251/editorial_review.aspx	0.0
Million Dollar Quartet	Nederlander Theater	208 W 41st St,	New York, NY, 10036	Sep 18, 8:00 PM	On December 4, 1956, Elvis Presley, Johnny Cash, Jerry Lee Lewis and Carl Perkins gathered at Sun Records in Memphis for what would be one of the greatest jam sessions ever. Million Dollar Quartet brings that legendary night to life, featuring a score of rock hits that includes "Blue Suede Shoes," "Fever," "That's All Right," "Sixteen Tons," "Great Balls of Fire," "Walk the Line," "Whole Lotta Sha read more...	http://www.nyc.com/events/million_dollar_quartet.1038505/editorial_review.aspx	76.0
No Age	Music Hall of Williamsburg	66 N. 6th St.,	Brooklyn, NY, 11211	Sep 18, 8:00 PM	No Age	http://www.nyc.com/events/no_age.1063316/editorial_review.aspx	244.0
Tell Hell I Ain't Comin'  - The Musical	Sylvia & Danny Kaye Playhouse	695 Park Ave,	New York, NY, 10021	Sep 18, 8:00 PM	Marcia Samuels Productions is proud to present the nationally acclaimed musical, Tell Hell I Ain't Comin' at the Kaye Playhouse at Hunter College in New York City. Opening Night is September 15, 2010. Returning to New York City due to overwhelming popular demand following showcase performances in Brooklyn and Queens, Tell Hell I Ain't Comin' is a thrilling Broadway caliber musical that has enterta read more...	http://www.nyc.com/events/tell160hell160i160aint160comin160160_the160musical.1062991/editorial_review.aspx	0
The World Premiere of Talk Like Singing: A Japanese Musical Starring Shingo Katori	The Jack H. Skirball Center	566 Laguardia Pl.,	New York, NY, 10012	Sep 18, 8:00 PM	Talk Like Singing, a groundbreaking production and the first-ever original Japanese musical to have its premiere in the U.S., will have its world premiere in New York City on November 13, 2009 at 8:00 P.M. at New York Universityâs Skirball Center. The show will run through November 22.  The talented Koki Mitani has written and directs this comedic new material spoken in both Japanese and English.  read more...	http://www.nyc.com/events/the_world_premiere_of_talk_like_singing_a_japanese_musical_starring_shingo_katori.1045275/editorial_review.aspx	0
CANCELLED -Musical Performance:From Iran-Ensemble Raah (New york debut)	Alwan for the Arts	16 Beaver Street,	New York, NY, 10004	Sep 18, 9:00 PM	An outstanding group of musicians from Iran, Ensemble Raah (a Farsi-Arabic word for "scent") makes its New York debut performing classical and folkloric Persian music, with part of the evening dedicated solely to percussion.    The Musicians    Alireza Alizadeh  Ali Bahramifard  Ali Geramifar  Samer Habibi  Mohammadreza Mazandarani   Maliheh Moradihaghighi  Nooshin Pasdar  Samira Taghikhani	http://www.nyc.com/events/cancelled_musical_performancefrom_iranensemble_raah_new_york_debut.1066138/editorial_review.aspx	20.0
Steak With A Side Of Jazz	Gallagher's Steak House	228 W 52nd St,	New York, NY, 10019	Sep 18, 9:00 PM	Dinner at Gallagher's Steak House (228 West 52nd Street) will be "jazzed up" in 2010 as 18-year-old Rhys Tivey and his rotating quartet will showcase their talents every Friday and Saturday night at the famed New York eatery.  The performances are from 9 p.m. - midnight on those two nights.  For reservations, patrons can contact 212-245-5336 and mention JAZZ to be seated accordingly. A two drink m read more...	http://www.nyc.com/events/steak_with_a_side_of_jazz.1048530/editorial_review.aspx	0
D'or Saturdays presented by gopartynyc.com	D'or	204 West 55th Street,	New York, NY, 10022	Sep 18, 10:00 PM	gopartynyc.com Presents  Socialite Saturdays at D'or Nightclub    Every Saturday NYC's Best DJ's Spin at New York's Sexiest Party    2 Floors Of Dance, Hip Hop, House & Mash-Ups    Open Bar 10-11pm  2 For 1 Drinks 11pm-12am  Bottle Specials All Night!    Ladies Free Till Midnight On The Go Party NYC List  Men $20 All Night On The List    You Must Ask For the Go Party NYC List at the Door    For Mo read more...	http://www.nyc.com/events/dor_saturdays_presented_by_gopartynyccom.1053927/editorial_review.aspx	0
Matt Hires	City Winery	143 Varick St.,	New York, NY, 10013	Sep 18, 10:00 PM	Matt Hires	http://www.nyc.com/events/matt_hires.1065379/editorial_review.aspx	35.0
OSCAR G. | LIVE FROM NYC CD RELEASE | Saturday September 18 @ Pacha NYC	Pacha	618 W 46th St,	New York, NY, 10036	Sep 18, 10:00 PM	Saturday September 18  Pacha NYC presents...    "Live from NYC" CD Release Party   Out Now on Nervous Records!    with music by  OSCAR G     Our favorite Miami export returns to his second home: The Pacha DJ booth. Infusing the Afro-Cuban sounds of his native city with New York's dark grooves, Oscar always makes you feel like it's March. Check out "Live From NYC," his upcoming mix CD on Nervous Re read more...	http://www.nyc.com/events/oscar_g__live_from_nyc_cd_release__saturday_september_18__pacha_nyc.1066872/editorial_review.aspx	10.0
Saturday's	Quo Nightclub (Grand Re-Opening) - Vegas guestlist			Sep 18, 10:30 PM	Saturday's @ The Return of Quo Nightclub 6/19 - Vegas guestlist  Start Time:   Saturday, June 19, 2010 at 10:30am  End Time:   Sunday, June 20, 2010 at 4:00am  Location:   Quo Nightclub  Street:   511 West 28th Street  City/Town:   New York, NY  View Map  Description     Vegas Lifestyle Presents...    It's the moment you've all been waiting for... QUO re-opens this Saturday Night!    So it's time  read more...	http://www.nyc.com/events/saturdays__quo_nightclub_grand_reopening__vegas_guestlist.1060632/editorial_review.aspx	0
Suzie Wong Saturdays presented by gopartynyc.com	Suzie Wong	547 Wet 27th Street,	New York, NY, 10001	Sep 18, 10:30 PM	GoPartyNYC.com Presents New York's Premiere Saturday Party...  True Saturdays at Suzie Wong      Doors Open 10:30pm  Everyone Free Till Midnight  2 For 1 Drinks 10:30pm-12am  Grey Goose and Hennessey $250 Till 1am    Music By  BIG BEN & DJ VELZ  spinning Hip Hop, R&B, House and Mash-Ups    You Must Ask For The Go Party NYC List at the Door    For More Information or Guestlist Call Us Toll Free at  read more...	http://www.nyc.com/events/suzie_wong_saturdays_presented_by_gopartynyccom.1053926/editorial_review.aspx	0
Pavement	The Williamsburg Waterfront - Brooklyn	North 8th St & Kent Ave On The East River,	Brooklyn, New York, 11211	Sep 19, 7:00 PM	Stephen Malkmus and the indie-rock legends Pavement reunite for a series of Central Park concerts for SummerStage.	http://www.nyc.com/events/pavement.1053924/editorial_review.aspx	23.0
Sage Francis	Stereo	512 West 29th Street,	New York, New York, 10001	Sep 19, 7:00 PM	Like so many great songwriters before, from Lightening Hopkins to Bob Dylan and beyond, Francis uses his gifted wordplay for a much greater good, creating vivid narratives and heartfelt confessionals which both instigate and inspire. With Li(f)e he has delivered a masterfully original and entirely essential work for the times.	http://www.nyc.com/events/sage_francis.1051776/editorial_review.aspx	0
Superchunk	Music Hall of Williamsburg	66 N. 6th St.,	Brooklyn, NY, 11211	Sep 19, 8:00 PM	Perhaps no band was more emblematic of the true spirit of American indie rock during the 1990s than Superchunk, the pride of Chapel Hill, NC. Following the D.I.Y. ethic to the letter, the group operated solely by their own rules, ignoring all passing trends by sticking to their trademark sound -- typified by the buzzing guitars and high, impassioned vocals of frontman Mac McCaughan -- and rejectin read more...	http://www.nyc.com/events/superchunk.1062715/editorial_review.aspx	33.0
Performing Arts Marathon 2010	IATI Theater	64 East 4th Street,	New York, NY, 10003	Sep 19, 12:00 AM	A 3-WEEK MULTI-CULTURAL FESTIVAL / OVER 150 ARTISTS  14 NATIONAL & INTERNATIONAL PRODUCTIONS IN DANCE, MUSIC AND THEATER    IATI Theater presents its 3rd Summer Festival, created to honor diversity and creativity in all performing art disciplines, as it gives talented new artists a chance to showcase their crafts.  Through this festival, IATI opens its doors to small companies and independent arti read more...	http://www.nyc.com/events/performing_arts_marathon_2010.1058275/editorial_review.aspx	15.0
Caribbean Sunday Brunch Party	Negril Village	70 W 3rd St,	New York, NY, 10012	Sep 19, 11:00 AM	Join us each and every Sunday in the West Village for the Caribbean Brunch Party! Experience a brunch party like no other, Sunday mornings will never be the same.    Mix, Mingle, and celebrate Sunday style. Perfect for birthdays and celebrations of all kinds. Featuring specially selected guest DJ's and our new brunch menu    Experience Brunch Caribbean Style!	http://www.nyc.com/events/caribbean_sunday_brunch_party.1049827/editorial_review.aspx	0
Music Manuscripts & Printed Music - Morgan Library & Museum	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 19, 11:00 AM	The Morgan Library & Museum houses one of the finest collections of music manuscripts in the country. In addition to a large collection of musicians' letters and first editions of scores and librettos, it has the world's largest collection of Mahler manuscripts and substantial holdings of Brahms, Chopin, Debussy, Mozart, Schubert, and Richard Strauss. The collection spans six centuries and many co read more...	http://www.nyc.com/events/music_manuscripts__printed_music__morgan_library__museum.1039099/editorial_review.aspx	0
Patti Smith	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 19, 11:00 AM	Hall of Famer Patti Smith continues to tour well into her storied and acclaimed career of music, writing, art and touring with her band.	http://www.nyc.com/events/patti_smith.1041999/editorial_review.aspx	128.0
Private Dance Lesson SALE: $45 Individual OR $55 Couple; Expires 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 19, 12:00 PM	Lock-In on the Special Limited Time Offer of the SALE Price on the Private Dance Lessons. Pre-paid programs allow us to reserve time for you on our calendar. You have until Friday, December 31, 2010 to use the private lesson hours. These lessons may be used in whatever manner fits your schedule. Book early for best selection of dates & times.     Experienced Professional Dance Instructor with 12 Y read more...	http://www.nyc.com/events/private_dance_lesson_sale_45_individual_or_55_couple_expires_930.1067059/editorial_review.aspx	45.0
Wedding Dance Lesson Or First Dance Choreography for $55-$65; SALE Ends 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 19, 12:00 PM	If you have planned all the details for the perfect wedding, it is time to think about making your first dance together just as perfect. You'd better not leave it to chance! Our Dance Studio works exclusively with brides and grooms, their families and friends and we create hundreds of uniquely choreographed wedding dances each year. Wedding packages consist of a series of private lessons which are read more...	http://www.nyc.com/events/wedding_dance_lesson_or_first_dance_choreography_for_5565_sale_ends_930.1067058/editorial_review.aspx	55.0
Sunday Gospel Brunch	B.B. King Blues Club & Grill	243 W 42nd St,	New York, NY, 10036	Sep 19, 1:30 PM	Every Sunday, for the past 8 years, the Harlem Gospel Choir has brought their experience of Harlem & the Black Church to New York's Times Square in a foot-stomping, hand-clapping, joyous gospel show.    The home-style "all you can eat" soul-food buffet is continuously refilled, & the Choir's uplifting performance will have you dancing on the stage. It's a wonderful way to experience the joy of the read more...	http://www.nyc.com/events/sunday_gospel_brunch.1039587/editorial_review.aspx	40.0
Bachata Beginner Workshop on Sunday, September 19; No Partner Needed; Register Today!	ROY ARIAS DANCE STUDIOS & THEATERS	300 WEST 43 STREET ,	NEW YORK, N.Y., 10036	Sep 19, 2:00 PM	(GET $20 DISCOUNT WITH ONLINE PRE-PAYMENT REGISTRATION BY FRIDAY, SEPTEMBER 17 & ONLY PAY $30)     BREAK TIME 4PM-5PM     DESCRIPTION: The 4-Hour Bachata Workshop is for a busy individual who simply cannot commit to the usual 4-8 Week Sessions offered at most studios, this is a great way to fit learning Bachata into your schedule. This workshop is designed for those who have never danced before or read more...	http://www.nyc.com/events/bachata_beginner_workshop_on_sunday_september_19_no_partner_needed_register_today.1067061/editorial_review.aspx	30.0
